name,college,height,weight,vert,broad,bench,shuttle,cone,10yd,20yd,40yd,season,position
Benard Thomas,Nebraska,75.875,269,30,108,27,4.34,8.24,1.71,2.83,4.86,2005,DE
Justin Tuck,Notre Dame,77,265,,,,,,,,,2005,DE
Jimmy Verdon,Arizona State,75.125,280,29.5,105,18,4.53,7.89,1.76,2.94,5.05,2005,DE
Darrell Adams,Villanova,76.625,277,27,109,22,4.76,7.91,1.76,2.99,5.1,2006,DE
Victor Adeyanju,Indiana,76.25,274,32,112,22,4.41,7.37,1.71,2.88,4.9,2006,DE
Mark Anderson,Alabama,76.25,254,42,127,20,4.22,6.95,1.55,2.68,4.61,2006,DE
Charles Bennett,Clemson,75.625,258,33.5,115,19,4.52,7.48,1.62,2.76,4.73,2006,DE
Copeland Bryan,Arizona,75.625,253,33,117,16,4.3,7.11,1.63,2.85,4.95,2006,DE
Elvis Dumervil,Louisville,71.375,257,,,30,,,1.65,2.81,4.78,2006,DE
Ray Edwards,Purdue,76.75,273,39,114,30,4.57,7.71,1.61,2.77,4.82,2006,DE
Chris Gocong,Cal Poly,74.125,263,38.5,123,28,4.08,7.05,1.59,2.76,4.78,2006,DE
Tamba Hali,Penn State,75,275,,,,,,,,,2006,DE
Parys Haralson,Tennessee,73.25,253,32,115,24,4.26,7.37,1.64,2.84,4.84,2006,DE
Jason Hatcher,Grambling State,77.875,284,35.5,113,28,4.49,7.67,1.69,2.88,4.92,2006,DE
Eric Henderson,Georgia Tech,73.875,270,,,30,,,,,,2006,DE
Julian Jenkins,Stanford,75.625,277,34.5,110,25,4.23,7.11,1.65,2.88,5.04,2006,DE
Mathias Kiwanuka,Boston College,77.75,266,32,120,17,4.13,7.27,1.63,2.79,4.73,2006,DE
Mike Kudla,Ohio State,73.625,265,37,114,45,4.45,7.21,1.63,2.77,4.75,2006,DE
Ryan LaCasse,Syracuse,74.375,257,34,113,34,4.3,7.25,1.56,2.64,4.54,2006,DE
Stanley McClover,Auburn,74.375,262,39,114,19,4.5,7.87,1.63,2.73,4.71,2006,DE
Jeremy Mincey,Florida,75.5,259,33.5,116,27,4.25,6.99,1.64,2.79,4.76,2006,DE
Javon Nanton,Miami (FL),75.375,250,28.5,108,22,,,1.68,2.82,4.88,2006,DE
Rob Ninkovich,Purdue,75.125,260,34.5,116,23,4.18,6.96,1.69,2.86,4.93,2006,DE
Melvin Oliver,LSU,74.75,276,,,,,,,,,2006,DE
Matthew Rice,Penn State,76,271,,,,4.34,7.6,,,,2006,DE
Frostee Rucker,Southern California,75.25,267,29.5,110,,,,1.69,2.85,4.89,2006,DE
Darryl Tapp,Virginia Tech,73.625,252,33,109,27,4.48,7.31,1.66,2.82,4.84,2006,DE
Mario Williams,North Carolina State,79,295,40.5,120,35,4.36,7.19,1.59,2.75,4.73,2006,DE
Kamerion Wimbley,Florida State,75.875,248,38.5,129,24,4.48,6.97,1.58,2.71,4.65,2006,DE
James Wyche,Syracuse,77.375,262,33,116,27,4.51,7.75,1.62,2.75,4.65,2006,DE
Victor Abiamiri,Notre Dame,76.25,267,,,25,,,1.67,2.77,4.85,2007,DE
Gaines Adams,Clemson,76.75,258,35,119,,4.36,7.17,1.64,2.73,4.66,2007,DE
C.J. Ah You,Oklahoma,75.75,274,36.5,108,26,4.4,7.06,1.63,2.75,4.72,2007,DE
Ikaika Alama-Francis,Hawaii,77,280,,,,,,,,,2007,DE
Jamaal Anderson,Arkansas,77.375,288,,,,,,,,,2007,DE
Antwan Applewhite,San Diego State,74.875,250,35,115,25,4.36,7.5,1.71,2.83,4.83,2007,DE
Baraka Atkins,Miami (FL),76.5,271,33,111,22,,,1.69,2.79,4.76,2007,DE
Dan Bazuin,Central Michigan,74.875,266,30,109,25,4.75,7.09,1.68,2.79,4.81,2007,DE
Larry Birdine,Oklahoma,75.625,261,32,107,21,4.76,7.47,1.77,2.92,5.03,2007,DE
Mkristo Bruce,Washington State,77.75,268,29,106,21,4.8,7.38,1.85,3.04,5.23,2007,DE
Noland Burchette,Virginia Tech,73.875,259,,,15,,,1.76,2.9,,2007,DE
Adam Carriker,Nebraska,78,296,33.5,110,33,4.18,7.06,1.7,2.83,4.9,2007,DE
Tim Crowder,Texas,75.625,272,30.5,111,32,4.32,7.28,1.69,2.78,4.7,2007,DE
Victor DeGrate,Oklahoma State,74.625,249,,,19,,,1.68,2.79,4.81,2007,DE
Jacob Ford,Central Arkansas,75.625,249,,,19,,,1.61,2.7,4.68,2007,DE
Xzavie Jackson,Missouri,74.75,278,33,110,18,,,1.76,2.88,4.96,2007,DE
Charles Johnson,Georgia,74.25,270,34,118,33,,7.5,1.72,2.83,4.86,2007,DE
Ray McDonald,Florida,75.375,276,,,,,,,,,2007,DE
Jay Moore,Nebraska,76.75,274,34,118,26,4.35,7.19,1.7,2.84,4.97,2007,DE
Quentin Moses,Georgia,77.25,261,32,115,17,4.53,7.38,1.68,2.79,4.85,2007,DE
Jarvis Moss,Florida,78.5,250,30.5,120,16,,,1.71,2.79,4.78,2007,DE
Chase Pittman,LSU,76.625,270,,,,,,,,,2007,DE
Jay Richardson,Ohio State,77.625,279,33,112,20,4.54,7.5,1.73,2.9,5.04,2007,DE
Brian Robison,Texas,75.125,259,40.5,121,27,4.26,6.89,1.66,2.74,4.74,2007,DE
Anthony Spencer,Purdue,74.875,261,32.5,112,30,4.43,7.14,1.68,2.78,4.73,2007,DE
LaMarr Woodley,Michigan,73.5,266,,,,,,,,,2007,DE
Abraham Wright,Colorado,74,242,31,111,24,4.46,7.2,1.75,2.87,4.89,2007,DE
Tommy Blake,Texas Christian,74.75,281,,,,,,,,,2008,DE
Calais Campbell,Miami (FL),79.75,290,29.5,111,16,4.69,7.45,1.7,2.89,5.04,2008,DE
Joe Clermond,Pittsburgh,73.875,249,25.5,107,20,4.73,7.61,1.72,2.96,5.17,2008,DE
Johnny Dingle,West Virginia,73.375,265,,108,23,,,1.66,2.85,4.95,2008,DE
Marcus Dixon,Hampton,76,292,26,111,21,4.67,7.58,1.78,3.04,5.32,2008,DE
Chris Ellis,Virginia Tech,76.25,263,27,109,,4.65,7.64,1.56,2.7,4.71,2008,DE
Jeremy Geathers,UNLV,74.125,256,28,105,29,4.49,7.28,1.66,2.83,4.97,2008,DE
Vernon Gholston,Ohio State,75,266,35.5,125,37,4.4,7.12,1.58,2.68,4.67,2008,DE
Wallace Gilberry,Alabama,74.25,268,,,19,,,1.67,2.85,5,2008,DE
Chris Harrington,Texas AM,76.375,264,,117,21,,,1.66,2.78,4.85,2008,DE
Derrick Harvey,Florida,76.625,271,28.5,113,31,4.36,7.27,1.64,2.78,4.85,2008,DE
Louis Holmes,Arizona,75.625,263,32.5,121,,,7.33,1.65,2.81,4.86,2008,DE
Kenny Iwebema,Iowa,76,274,29,109,26,4.75,7.62,1.59,2.74,4.91,2008,DE
Lawrence Jackson,Southern California,76.25,271,31,108,31,4.4,7.08,1.65,2.83,4.82,2008,DE
Jason Jones,Eastern Michigan,77.25,273,25.5,123,18,4.32,7.29,1.59,2.73,4.78,2008,DE
Kendall Langford,Hampton,77.5,287,27,114,24,4.69,7.72,1.65,2.84,4.95,2008,DE
Chris Long,Virginia,75,272,34,124,,4.21,7.02,1.6,2.7,4.75,2008,DE
Bryan Mattison,Iowa,74.875,290,24.5,112,26,4.7,7.61,1.71,2.92,5.1,2008,DE
Phillip Merling,Clemson,76.25,276,,,17,,,,,,2008,DE
Adamm Oliver,Georgia Tech,75.75,268,,,29,,,,,,2008,DE
Chase Ortiz,Texas Christian,74,249,29.5,108,24,4.23,7.03,1.67,2.82,4.92,2008,DE
Darrell Robertson,Georgia Tech,75.875,255,,,,,,,,,2008,DE
Dorian Smith,Oregon State,73.5,264,27.5,105,24,4.73,7.52,1.75,2.92,5.06,2008,DE
Jeremy Thompson,Wake Forest,76.375,264,32,117,25,4.23,6.97,1.58,2.72,4.75,2008,DE
Robert Ayers,Tennessee,75.125,272,29.5,102,18,4.51,7.56,1.79,2.85,4.9,2009,DE
Michael Bennett,Texas AM,75.5,274,31,110,24,,,1.78,2.92,5.13,2009,DE
Everette Brown,Florida State,73.5,256,31.5,114,26,4.53,7.55,1.66,2.75,4.73,2009,DE
Ian Campbell,Kansas State,75.625,265,,109,,4.28,6.93,,,,2009,DE
Rulon Davis,California,76.75,281,30,111,20,,,1.8,2.95,5.06,2009,DE
Will Davis,Illinois,74.125,261,33,115,27,4.45,7.38,1.77,2.87,4.94,2009,DE
Pannel Egboh,Stanford,77.75,276,31.5,116,26,4.4,7.24,1.73,2.87,4.98,2009,DE
Maurice Evans,Penn State,73.5,274,29,107,17,4.57,7.32,1.82,2.95,5.09,2009,DE
Jarron Gilbert,San Jose State,77.25,288,35.5,119,28,4.56,7.7,1.71,2.77,4.87,2009,DE
Tyson Jackson,LSU,76.125,296,28.5,102,,4.8,7.64,1.78,2.88,5,2009,DE
Tim Jamison,Michigan,74.5,256,30,107,21,4.6,7.56,1.83,3,5.16,2009,DE
Michael Johnson,Georgia Tech,78.875,266,38.5,128,28,4.37,7.42,1.67,2.76,4.75,2009,DE
Paul Kruger,Utah,76.25,263,32.5,108,24,4.47,7.52,1.69,2.83,5,2009,DE
Orion Martin,Virginia Tech,74.25,262,32,108,24,4.63,7.9,1.7,2.84,4.89,2009,DE
Aaron Maybin,Penn State,75.75,249,38,124,22,4.38,7.52,1.7,2.82,4.89,2009,DE
Kyle Moore,Southern California,77,272,30.5,105,22,4.47,7.4,1.72,2.8,4.9,2009,DE
Brian Orakpo,Texas,75,263,39.5,,31,,,1.63,2.72,4.7,2009,DE
Zach Potter,Nebraska,78.75,279,31,106,20,4.48,7.75,1.72,2.89,4.98,2009,DE
Matt Shaughnessy,Wisconsin,77,266,30.5,112,24,4.88,7.68,1.77,2.93,4.95,2009,DE
Lawrence Sidbury,Illinois,74.375,266,35,120,28,4.43,7.46,1.61,2.7,4.64,2009,DE
Stryker Sulak,Missouri,76.5,251,31,113,22,4.58,7.31,1.68,2.76,4.77,2009,DE
David Veikune,Hawaii,74.375,257,33,110,35,4.46,7.2,1.69,2.81,4.87,2009,DE
Derek Walker,Illinois,75.75,268,37.5,115,24,4.41,7.31,1.76,2.91,5.12,2009,DE
Brandon Williams,Texas Tech,74.5,261,33,112,,4.49,7.23,1.77,2.91,5,2009,DE
Jarius Wynn,Georgia,74.625,275,31.5,107,19,4.58,7.4,1.81,2.96,5.08,2009,DE
Rahim Alem,LSU,74.625,251,30.5,106,,4.8,7.54,1.65,2.76,4.75,2010,DE
Tyson Alualu,California,74.375,295,35.5,116,21,4.43,7.15,1.73,2.82,5.02,2010,DE
Kevin Basped,Nevada,76.5,258,29,104,26,4.88,7.54,1.72,2.81,4.8,2010,DE
Alex Carrington,Arkansas State,77.25,285,,,26,,,1.76,2.9,4.92,2010,DE
Jermaine Cunningham,Florida,75.375,266,,,,,,,,,2010,DE
Hall Davis,Louisiana,75.75,271,,,28,,,1.73,2.85,4.9,2010,DE
Carlos Dunlap,Florida,77.75,277,31.5,111,21,4.61,7.21,1.65,2.76,4.71,2010,DE
Clifton Geathers,South Carolina,79.5,299,36,112,26,,7.69,1.75,2.9,4.98,2010,DE
Everson Griffen,Southern California,75.375,273,,,32,,,1.65,2.7,4.66,2010,DE
Greg Hardy,Mississippi,76,281,35,117,21,4.65,7.25,1.8,2.93,4.96,2010,DE
Jammie Kirlew,Indiana,73.25,260,33,111,26,4.74,7.5,1.73,2.93,5.05,2010,DE
Austen Lane,Murray State (OK),77.75,276,34.5,125,,4.6,7.38,1.74,2.86,4.91,2010,DE
Brandon Lang,Troy,75.75,266,28.5,104,20,4.68,,1.65,2.88,5.03,2010,DE
Erik Lorig,Stanford,75.5,281,,,,,,,,,2010,DE
Greg Middleton,Indiana,75,268,38,116,,4.69,7.65,1.75,2.9,5,2010,DE
Derrick Morgan,Georgia Tech,75,266,34,112,,4.43,7.12,1.64,2.75,4.79,2010,DE
Jason Pierre-Paul,South Florida,76.75,270,30.5,115,19,4.67,7.18,1.68,2.76,4.78,2010,DE
George Selvie,South Florida,76.375,252,30.5,109,24,4.63,7.48,1.7,2.89,5.01,2010,DE
Daniel Teo-Nesheim,Washington,75.5,263,37,121,29,4.18,6.91,1.66,2.75,4.81,2010,DE
C.J. Wilson,East Carolina,74.875,290,33,116,32,4.77,,1.73,2.84,4.93,2010,DE
E.J. Wilson,North Carolina,74.5,286,29.5,,23,,,,,,2010,DE
Lindsey Witten,Connecticut,76.5,250,36.5,115,23,4.62,7.32,1.64,2.74,4.76,2010,DE
Corey Wootton,Northwestern,78,270,,,20,,,,,,2010,DE
Willie Young,North Carolina State,76.75,251,38,118,25,4.56,7.24,1.71,2.83,4.92,2010,DE
Pierre Allen,Nebraska,75.5,273,,,,,,,,,2011,DE
Allen Bailey,Miami (FL),75,285,36.5,117,27,4.56,7.43,1.7,2.82,4.83,2011,DE
Brandon Bair,Oregon,77.875,276,28,114,26,4.37,7.07,1.77,2.9,5.01,2011,DE
Christian Ballard,Iowa,75.75,283,31.5,111,,4.51,7.54,1.67,2.79,4.76,2011,DE
Jeremy Beal,Oklahoma,74.25,262,28.5,106,22,4.46,7.19,1.85,3.03,5.21,2011,DE
DaQuan Bowers,Clemson,75.375,280,,,22,,,,,,2011,DE
Ugo Chinasa,Oklahoma State,76.875,264,28,117,22,4.39,7.07,1.62,2.71,4.73,2011,DE
Adrian Clayborn,Iowa,74.625,281,33,113,,4.13,7.3,1.67,2.78,4.85,2011,DE
Demarcus Dobbs,Georgia,74.25,281,31,107,,4.37,7.22,1.76,2.88,5,2011,DE
Ricky Elmore,Arizona,76.5,255,31.5,106,26,4.32,7.25,1.7,2.85,4.95,2011,DE
Cameron Heyward,Ohio State,76.625,294,30,,,,,,,,2011,DE
Cameron Jordan,California,76.125,287,31,117,25,4.37,7.07,1.71,2.77,4.76,2011,DE
Ryan Kerrigan,Purdue,75.875,267,33.5,122,31,4.39,7.18,1.72,2.79,4.79,2011,DE
Karl Klug,Iowa,75,275,,,22,,,,,,2011,DE
Pep Levingston,LSU,75.5,292,29.5,104,,4.62,7.29,1.81,2.97,5.03,2011,DE
Cliff Matthews,South Carolina,75.5,257,32,112,17,4.37,7.21,1.72,2.86,4.88,2011,DE
Pernell McPhee,Mississippi State,74.625,278,28.5,107,20,4.59,7.13,1.81,2.97,5.04,2011,DE
Cheta Ozougwu,Rice,73.625,247,34.5,119,26,4.31,7.06,1.69,2.8,4.9,2011,DE
Robert Quinn,North Carolina,76,265,34,116,22,4.4,7.13,1.69,2.79,4.74,2011,DE
DAundre Reed,Arizona,75.875,261,35.5,119,30,4.32,7.24,1.72,2.86,4.93,2011,DE
Greg Romeus,Pittsburgh,76.875,264,,,,,,,,,2011,DE
Jabaal Sheard,Pittsburgh,74.875,264,31,115,,,,1.68,2.77,4.73,2011,DE
Aldon Smith,Missouri,76.25,263,34,118,20,4.5,7.19,1.68,2.79,4.82,2011,DE
J.J. Watt,Wisconsin,77.375,290,37,120,34,4.21,6.88,1.71,2.85,4.91,2011,DE
Markus White,Florida State,75.5,266,32.5,117,14,4.51,7.25,1.76,2.89,4.9,2011,DE
Ryan Winterswyk,Boise State,76.125,268,30,111,18,4.37,7.01,1.72,2.91,5,2011,DE
Frank Alexander,Oklahoma,75.75,270,,,,,,,,,2012,DE
Jake Bequette,Arkansas,76.625,274,34,113,,4.07,6.9,1.71,2.83,4.82,2012,DE
Jamie Blatnick,Oklahoma State,75.125,263,32.5,112,28,4.2,7.22,1.71,2.89,4.9,2012,DE
Andre Branch,Clemson,76.25,259,32.5,120,19,4.25,7.19,1.59,2.76,4.72,2012,DE
Quinton Coples,North Carolina,77.75,284,31.5,109,25,4.78,7.57,1.68,2.81,4.78,2012,DE
Tyrone Crawford,Boise State,76.25,275,33,113,28,4.44,7.09,1.74,,4.89,2012,DE
Jack Crawford,Penn State,76.875,274,33,116,,4.25,7.15,1.65,2.85,4.85,2012,DE
Jared Crick,Nebraska,76.25,279,31,104,,4.4,7.47,1.79,,4.99,2012,DE
Vinny Curry,Marshall,75.125,266,32,110,,4.4,6.9,1.76,,4.98,2012,DE
Justin Francis,Rutgers,74,268,32,109,23,4.35,7.05,,,,2012,DE
Trevor Guyton,California,74.625,285,31,105,,4.53,7.45,1.73,,5.07,2012,DE
Malik Jackson,Tennessee,76.75,284,28,105,25,4.41,7.38,1.73,,4.91,2012,DE
Jamaar Jarrett,Arizona State,76.75,265,30,114,21,4.34,,1.72,,5.02,2012,DE
Cam Johnson,Virginia,75.5,268,35,105,,4.38,7.2,1.61,,4.81,2012,DE
Chandler Jones,Syracuse,77.375,266,35,120,22,4.38,7.07,1.69,2.86,4.87,2012,DE
Whitney Mercilus,Illinois,75.625,261,32,118,27,4.53,7.17,1.58,2.69,4.68,2012,DE
Donte Paige-Moss,North Carolina,75.375,268,,,26,,,,,,2012,DE
Nick Perry,Southern California,74.75,271,38.5,124,35,4.66,7.25,1.58,2.65,4.64,2012,DE
Derrick Shelby,Utah,74.875,266,35.5,116,26,4.5,7.09,1.78,2.9,4.96,2012,DE
Jacquies Smith,Missouri,74.625,253,31.5,110,21,4.31,7.25,1.69,2.8,4.81,2012,DE
Scott Solomon,Rice,75,262,35,124,34,4.25,7.17,1.68,2.83,5,2012,DE
Courtney Upshaw,Alabama,73.625,272,,,22,,,,,,2012,DE
Olivier Vernon,Miami (FL),74.125,261,34.5,122,31,4.5,7.39,1.64,2.78,4.8,2012,DE
Billy Winn,Boise State,75.75,294,27,107,24,4.44,7.37,1.72,2.85,5,2012,DE
Ziggy Ansah,Colorado,77.25,271,34.5,118,21,4.26,7.11,1.63,2.69,4.63,2013,DE
David Bass,Missouri Western,75.875,262,30.5,111,20,4.33,7.07,1.71,2.84,4.84,2013,DE
Armonty Bryant,East Central (OK),75.875,263,31.5,118,,5,7.32,1.71,2.81,4.86,2013,DE
Michael Buchanan,Illinois,77.375,255,33,113,22,4.44,6.91,1.65,2.76,4.78,2013,DE
Tank Carradine,Virginia Tech,76.125,276,,,28,,,,,,2013,DE
Lavar Edwards,LSU,76,277,33,119,,4.51,7.03,1.67,2.81,4.8,2013,DE
William Gholston,Michigan State,78.25,281,28.5,110,23,4.59,7.2,1.75,2.89,4.96,2013,DE
Malliciah Goodman,Clemson,75.625,276,31.5,114,26,,,1.74,2.84,4.87,2013,DE
Margus Hunt,Southern Methodist,80.125,277,34.5,121,38,4.51,7.07,1.63,2.71,4.6,2013,DE
Brandon Jenkins,Florida State,74.5,251,,,18,,,,,,2013,DE
Datone Jones,UCLA,75.875,283,31.5,112,29,4.32,7.32,1.66,2.76,4.8,2013,DE
Joe Kruger,Utah,78.25,269,34,117,24,4.46,7.17,1.7,2.83,4.83,2013,DE
Corey Lemonier,Auburn,75.375,255,33,119,27,4.4,7.14,1.59,2.67,4.6,2013,DE
Stansly Maponga,Texas Christian,73.875,256,,,30,,,,,,2013,DE
Sam Montgomery,LSU,75.25,262,34.5,114,,4.51,7.18,1.69,2.8,4.81,2013,DE
Damontre Moore,Texas AM,76.5,250,35.5,122,12,,,1.72,2.87,4.95,2013,DE
Alex Okafor,Texas,76.5,264,,,21,,,,,,2013,DE
Quanterus Smith,Western Kentucky,76.75,250,,,,,,,,,2013,DE
Damion Square,Alabama,74.25,293,,,,,,,,,2013,DE
Walter Stewart,Cincinnati,75.625,246,,,,,,,,,2013,DE
Devin Taylor,South Carolina,79,266,35,128,14,4.3,6.89,1.64,2.72,4.72,2013,DE
Cornelius Washington,Georgia,76,265,39,128,36,,,1.6,2.66,4.55,2013,DE
Bjoern Werner,Florida State,75.25,266,31,111,25,4.4,7.3,1.69,2.81,4.83,2013,DE
Tourek Williams,Florida International,74.875,260,33,112,25,,,1.8,2.88,4.92,2013,DE
Will Clarke,West Virginia,78.125,271,32,112,22,4.57,7.26,1.69,2.81,4.77,2014,DE
Jadeveon Clowney,South Carolina,77.25,266,37.5,124,21,4.43,7.27,1.59,2.68,4.53,2014,DE
Scott Crichton,Oregon State,74.875,273,31.5,108,24,4.29,7.19,1.68,2.79,4.84,2014,DE
Kony Ealy,Missouri,76,273,31,114,22,4.45,6.83,1.71,2.86,4.92,2014,DE
I.K. Enemkpali,Louisiana Tech,72.75,261,34,112,28,4.65,7.67,1.74,2.9,5.01,2014,DE
Dee Ford,Auburn,74.125,252,,,,,,,,,2014,DE
James Gayle,Virginia Tech,75.75,259,37,122,26,4.27,7.19,1.68,2.76,4.7,2014,DE
Taylor Hart,Oregon,78.125,281,,,21,,,,,,2014,DE
Jackson Jeffcoat,Texas,75,247,36,123,18,4.18,6.97,1.63,2.72,4.63,2014,DE
Demarcus Lawrence,Boise State,74.875,251,34.5,113,20,4.31,7.46,1.68,2.8,4.8,2014,DE
Aaron Lynch,South Florida,77,249,,,18,,,,,,2014,DE
Cassius Marsh,UCLA,76,252,32,108,14,4.25,7.08,1.7,2.87,4.89,2014,DE
Kareem Martin,North Carolina,77.875,272,35.5,129,22,4.33,7.2,1.64,2.71,4.72,2014,DE
Josh Mauro,Stanford,77.875,271,32,116,21,4.51,7.43,1.8,3.03,5.21,2014,DE
Tevin Mims,South Florida,76,260,27.5,109,17,,,1.74,2.91,4.95,2014,DE
Zach Moore,Concordia-St. Paul,77.5,269,33.5,123,23,4.46,7.41,1.67,2.8,4.84,2014,DE
Trent Murphy,Stanford,77.375,250,35.5,118,19,4.2,6.78,1.68,2.8,4.86,2014,DE
Jeoffrey Pagan,Alabama,75.5,310,,,,,,,,,2014,DE
Michael Sam,Missouri,74,261,25.5,114,17,4.7,7.8,1.74,2.85,4.91,2014,DE
"Marcus Smith, II",Louisville,75.375,251,35,121,23,4.47,7.48,1.64,2.72,4.68,2014,DE
Ed Stinson,Alabama,75.25,287,,,,,,,,,2014,DE
Brent Urban,Virginia,78.625,295,,,,,,,,,2014,DE
Ethan Westbrooks,West Texas AM,75.5,267,29,110,19,4.67,7.3,1.75,2.89,4.9,2014,DE
Kerry Wynn,Richmond,76.875,266,34,113,31,,,1.72,2.86,4.97,2014,DE
Henry Anderson,Stanford,78.25,294,30,111,,4.19,7.2,1.74,2.9,4.97,2015,DE
Arik Armstead,Oregon,79.125,292,34,117,24,4.53,7.57,1.75,2.92,5.1,2015,DE
Tavaris Barnes,Clemson,75.75,282,,,22,,,1.67,2.79,4.8,2015,DE
Anthony Chickillo,Miami (FL),75.125,267,34.5,114,27,4.25,7.17,1.66,2.77,4.79,2015,DE
Frank Clark,Michigan,74.875,271,38.5,118,19,4.05,7.08,1.69,2.81,4.79,2015,DE
Corey Crawford,Clemson,77.25,299,33,110,,4.65,7.64,1.78,2.91,5.01,2015,DE
Ryan Delaire,Towson,76.125,254,,,23,,,1.68,2.87,4.97,2015,DE
B.J. Dubose,Louisville,76,284,,,26,,,1.77,2.93,5.06,2015,DE
Alvin Dupree,Kentucky,76,269,42,138,,,,1.6,2.65,4.56,2015,DE
"Mario Edwards, Jr.",Florida State,74.625,279,32.5,120,32,4.55,7.44,1.76,2.84,4.84,2015,DE
Trey Flowers,Arkansas,74.125,266,36.5,121,28,4.4,7.34,1.73,2.88,4.93,2015,DE
Randy Gregory,Nebraska,76.875,235,36.5,125,24,,,1.61,2.71,4.64,2015,DE
Obum Gwacham,Oregon State,77.375,246,36,121,22,4.28,7.28,1.66,2.76,4.72,2015,DE
Danielle Hunter,LSU,77.125,252,,,25,,,1.57,2.67,4.57,2015,DE
Martin Ifedi,Memphis,75.125,275,31,111,16,4.58,7.39,1.68,2.83,4.88,2015,DE
Owamagbe Odighizuwa,UCLA,75.5,267,39,127,25,4.19,7.36,1.61,2.69,4.62,2015,DE
Nate Orchard,Utah,75.25,250,31.5,115,,4.43,7.28,1.65,2.77,4.8,2015,DE
Shane Ray,Missouri,74.625,245,,,21,,,,,,2015,DE
Cedric Reed,Texas,77.25,269,,,22,,,,,,2015,DE
Ryan Russell,Purdue,76.25,269,32.5,119,25,4.47,7.25,1.63,2.75,4.75,2015,DE
ZaDarius Smith,Kentucky,76.5,274,29,113,23,4.66,7.42,1.74,2.86,4.83,2015,DE
Preston Smith,Mississippi State,76.875,271,34,121,24,4.28,7.07,1.6,2.73,4.74,2015,DE
Lynden Trail,Norfolk State,78.625,269,32.5,117,24,4.48,7.32,1.75,2.89,4.91,2015,DE
Zack Wagenmann,Montana,75.125,247,37.5,109,14,4.26,7.07,1.66,2.77,4.82,2015,DE
Mehdi Abdesmad,Boston College,78.25,284,29.5,108,25,4.62,7.55,1.73,2.92,5.1,2016,DE
Sterling Bailey,Georgia,76,285,30,111,20,4.73,7.46,1.81,3.02,5.23,2016,DE
Jimmy Bean,Oklahoma State,77,264,,,20,,,,,,2016,DE
Ronald Blair,Appalachian State,74.125,284,30,113,32,4.53,7.95,1.74,2.96,5.15,2016,DE
Joey Bosa,Ohio State,77.25,269,32,120,24,4.21,6.89,1.68,2.83,4.86,2016,DE
DeForest Buckner,Oregon,79,291,32,116,,4.47,7.51,1.77,2.96,5.05,2016,DE
Jonathan Bullard,Florida,75,285,32,116,23,4.56,7.31,1.65,2.82,4.93,2016,DE
Shilique Calhoun,Michigan State,76.375,251,35,115,23,4.25,6.97,1.68,2.8,4.82,2016,DE
James Cowser,Southern Utah,75.125,248,31.5,111,21,4.31,6.8,1.68,2.82,4.82,2016,DE
Kevin Dodd,Clemson,77,277,,,,,,1.69,2.84,4.86,2016,DE
Jason Fanaika,Utah,73.75,271,35.5,113,23,4.39,7.06,1.67,2.85,4.92,2016,DE
Branden Jackson,Texas Tech,75.875,273,31.5,113,20,4.77,7.4,1.8,2.96,5.06,2016,DE
Matt Judon,Grand Valley State,75,275,35,109,30,4.52,7.67,1.65,2.75,4.73,2016,DE
Ufomba Kamalu,Miami (FL),77.125,295,25,106,26,4.58,7.32,1.73,2.9,5.01,2016,DE
Bronson Kaufusi,Brigham Young,78.5,285,30,111,25,4.25,7.03,1.69,2.84,4.87,2016,DE
Shaq Lawson,Clemson,74.625,269,33,120,,4.21,7.16,1.63,2.75,4.7,2016,DE
Dean Lowry,Northwestern,77.75,296,32.5,114,30,4.38,7.26,1.69,2.81,4.87,2016,DE
Alex McCalister,Florida,78.125,239,34.5,128,,4,7.01,1.68,2.78,4.8,2016,DE
Carl Nassib,Penn State,78.875,277,28.5,114,21,4.37,7.27,1.62,2.77,4.84,2016,DE
Giorgio Newberry,Florida State,77.5,285,30,114,20,4.78,7.53,1.73,2.9,4.94,2016,DE
Shawn Oakman,Baylor,79.625,287,32,123,23,4.56,7.53,1.74,2.9,4.96,2016,DE
Emmanuel Ogbah,Oklahoma State,76.25,273,35.5,121,20,4.5,7.26,1.58,2.68,4.63,2016,DE
Romeo Okwara,Notre Dame,76.625,265,33,120,23,4.53,7.38,1.73,2.89,4.9,2016,DE
Drew Ott,Iowa,76.5,273,,,,,,,,,2016,DE
D.J. Pettway,Alabama,74.125,265,28,108,17,4.69,7.74,1.68,2.86,4.99,2016,DE
Noah Spence,Eastern Kentucky,74.5,251,35,121,25,4.35,7.21,1.61,2.75,4.8,2016,DE
Charles Tapper,Oklahoma,74.625,271,34,119,23,,,1.59,2.68,4.59,2016,DE
Lawrence Thomas,Michigan State,75.5,286,35,113,,,,1.73,2.87,4.98,2016,DE
Ron Thompson,Syracuse,75,253,,,18,4.5,7.46,1.69,2.82,4.92,2016,DE
Stephen Weatherly,Vanderbilt,76.375,267,31,117,23,,,1.59,2.67,4.61,2016,DE
Anthony Zettel,Penn State,75.875,277,30.5,109,28,4.39,7.63,1.65,2.78,4.81,2016,DE
Derek Barnett,Tennessee,74.625,259,31,116,,,,1.69,2.84,4.88,2017,DE
Tarell Basham,Ohio,75.625,269,31.5,117,15,,,1.6,2.71,4.7,2017,DE
Fadol Brown,Mississippi,76.125,273,34,114,19,,,1.71,2.86,4.94,2017,DE
